node,importance_score,HIV_vs_Healthy
PPBP,0.5733549083063646,-0.39638897768919124
CCL22,0.1348435814455232,-0.0005621135469364812
NFKBIA,0.255663430420712,-0.24691929105909702
PTK2B,0.5765911542610572,-0.014652813208843962
GNG11,0.1348435814455232,0.0
GNB4,0.127831715210356,-0.12435960733269641
CXCR4,0.08845738942826321,-0.0005621135469364812
GRB2,0.12081984897518878,-0.5366028739543574
JAK3,0.22168284789644013,0.0
NFKB1,0.007011866235167206,-0.5459340809657238
CXCR1,0.35760517799352753,-0.3645582676032987
SHC3,0.1348435814455232,0.0
CCL4,0.24325782092772383,-0.42356400751235296
CCL20,0.1348435814455232,0.0
CCL11,0.1343042071197411,-0.02926776542919247
CCL16,0.1348435814455232,0.0
CCL2,0.1348435814455232,0.0
CCR8,0.05070118662351672,-0.3866037441464317
CCL13,0.18985976267529667,-0.6404277803171102
PRKCD,0.34573894282632145,-0.6836799903759809
CXCL10,0.13700107874865156,-0.5354713189272272
ELMO1,0.07389428263214672,-0.5556970253781595
CX3CR1,0.1348435814455232,0.0
CCR4,0.1348435814455232,0.0
CXCR2,0.337108953613808,-0.010212696316095287
PF4,0.22761596548004315,-0.5880419121142644
PTK2,0.10625674217907227,-0.5802248393121635
GNG12,0.1348435814455232,0.0
HRAS,0.1348435814455232,-0.6842726369781558
PLCG1,0.16882416396979505,-0.03492676188705274
FGR,0.1941747572815534,-0.46581137472333234
CXCL13,0.1186623516720604,-0.24945170266055885
JAK2,0.37216828478964403,-0.5896687132973593
RAP1A,0.1348435814455232,-0.0005621135469364812
DOCK2,0.12081984897518878,-0.533525752647445
CCL24,0.1348435814455232,0.0
CCR7,0.09924487594390508,0.0
NFKBIB,0.255663430420712,-0.33683852807468634
RASGRP2,1.0,0.0
CCR1,0.09492988133764833,-0.012985403062282243
CXCL16,0.1348435814455232,0.0
CXCR6,0.1348435814455232,0.0
KRAS,0.1348435814455232,-0.3453517545362197
CXCL11,0.19525350593311758,-0.3383602955477615
CXCR5,0.13214670981661272,-0.006802154045980949
MAP2K1,0.1348435814455232,-0.005640065963612537
PLCG2,0.8128371089536138,-0.5125266439073274
NCF1,0.1348435814455232,-0.4761391806576759
STAT1,0.07389428263214672,-0.6710032765021576
CCR3,0.09924487594390508,0.0
GNB1,0.11057173678532901,-0.3800159321482234
STAT3,0.12405609492988134,-0.0478553734665918
XCL2,0.1348435814455232,0.0
HCK,0.5706580366774542,-0.013509655620723274
TIAM1,0.19093851132686085,0.0
